Tipo;Producto;AlfaBeta;Troquel;CodBarraPrinc;Laboratorio;Precio;Neto;CadenaFrio;RequiereVale;Trazable
D;5 XR 500 MG CPR X 100;;5895422;7795349000189;ARISTON;548,21;0;0;0;0
D;5 XR 500 MG CPR X 50;;5895421;7795349000172;ARISTON;318,71;0;0;0;0
D;8 HORAS 1 MG CPR X 30;40559;5623971;7796285053123;ELEA;46,67;0;0;0;0
D;8 HORAS 2 MG CPR X 10;40560;5624001;7796285053130;ELEA;27,31;0;0;0;0
D;8 HORAS 2 MG CPR X 30;40561;5624002;7796285053147;ELEA;90,13;0;0;0;0
D;8 HORAS 3 MG CPR X 30;40562;5624131;7796285053154;ELEA;112,65;0;0;0;0
D;A ACIDO 0.05% CR X 10 G;02586;2168891;7795327060006;DOMINGUEZ;50,56;0;0;0;0
D;A ACIDO 0.1% CR X 10 G;02587;2168971;7795327060020;DOMINGUEZ;59,84;0;0;0;0
D;A ACIDO 0.2% CR X 10 GR;02588;2062361;7795327060037;DOMINGUEZ;65,54;0;0;0;0
D;A ACIDO EMOLIENTE CR X 30 G;12126;3444242;7795327060051;DOMINGUEZ;121,44;0;0;0;0
D;A ACIDO VITAL CR X 30 GR;00005;3068041;7795327060044;DOMINGUEZ;118,56;0;0;0;0
D;A D SHOCK GTS X 6 ML;05449;709701;7795340000102;MERTENS;64,43;0;0;0;0
D;ABARAX 100 MG CPR X 100;;6149711;7796285272616;ELEA;514,07;0;0;0;0
D;ABARAX 50 MG CPR X 100;;6149681;7796285272623;ELEA;315,81;0;0;0;0
D;ABBOCATH T14 ENV X 1;;AAT14;;ABBOTT;6,09;1;0;0;0
D;ABBOCATH T16 ENV X 1;;AAT16;;ABBOTT;8,29;1;0;0;0
D;ABBOCATH T18 ENV X 1;;AAT18;;ABBOTT;5,78;1;0;0;0
D;ABBOCATH T20 ENV X 1;;AAT20;;ABBOTT;5,78;1;0;0;0
D;ABBOCATH T22 ENV X 1;;AAT22;;ABBOTT;5,78;1;0;0;0
D;ABBOCATH T24 ENV X 1;;9995547;;ABBOTT;7,77;1;0;0;0
D;ABRALUX CR X 60 GR;30727;9991619;7798095330043;LDA;57,19;1;0;0;0
D;ACALIX 120 CPR X 20;04537;3064741;7795345003719;ROEMMERS;61,51;0;0;0;0
D;ACALIX 120 CPR X 50;04545;3064742;7795345006130;ROEMMERS;152,11;0;0;0;0
D;ACALIX 25 INY X 1;04112;3064901;7795345003412;ROEMMERS;48,01;0;0;0;0
D;ACALIX 60 CPR X 20;07576;2766271;7795345002804;ROEMMERS;20,19;0;0;0;0
D;ACALIX 60 CPR X 50;07577;2766272;7795345002811;ROEMMERS;48,06;0;0;0;0
D;ACALIX 90 CPR X 20;04531;3064661;7795345003702;ROEMMERS;35,79;0;0;0;0
D;ACALIX 90 CPR X 50;04532;3064662;7795345006116;ROEMMERS;85,41;0;0;0;0
D;ACALIX AP 120 CAP X 30;07578;02828722;7795345001968;ROEMMERS;103,97;0;0;0;0
D;ACALIX CD 180 CAP X 30;17871;4043512;7795345009742;ROEMMERS;129,07;0;0;0;0
D;ACALIX CD 240 CAP X 30;17872;3091972;7795345001975;ROEMMERS;185,79;0;0;0;0
D;ACALIX CD 300 CAP X 30;17873;4071813;7795345009759;ROEMMERS;211,91;0;0;0;0
D;ACALIX CRONOS 180 MG CAP X 30;38106;5468844;7795345013541;ROEMMERS;118,54;0;0;0;0
D;ACALIX CRONOS 240 MG CAP X 30;38107;5468974;7795345013558;ROEMMERS;173,22;0;0;0;0
D;ACALIX CRONOS 300 MG CAP X 30;38108;5469004;7795345013565;ROEMMERS;221,90;0;0;0;0
D;ACANTEX MUS 1000 MG AMP X 1;07461;6177551;7795380001275;INVESTI FARMA;102,51;0;0;0;0
D;ACANTEX MUS 500 MG AMP X 1;07459;2853891;7795380001268;INVESTI FARMA;75,09;0;0;0;0
D;ACANTEX VEN 1000 MG AMP X 1;07462;2854121;7795380001282;INVESTI FARMA;106,20;0;0;0;0
D;ACANTEX VEN 2000 MG FR AMP X 1;07463;2854201;7795380001299;INVESTI FARMA;201,79;0;0;0;0
D;ACC EXPEC 600 MG CPR EFERV X 10;42683;5713681;7792069477017;SANDOZ;53,34;0;0;0;0
D;ACC EXPEC 600 MG CPR EFERV X 20;42684;5713682;7792069477024;SANDOZ;86,78;0;0;0;0
D;ACC P/DOBLE CONTR COLON E Z EM;08806;9993008;7795337911237;TEMIS LOSTALO;125,95;1;0;0;0
D;ACCESORIO ORINAL INCONT EST X 25MM PEQ KEL;;9910056;;Null;1,31;1;0;0;0
D;ACCESUM 500 MG CPR REC X 30;35245;5219361;7793213591061;ROUX OCEFA;134,73;0;0;0;0
D;ACCESUM 500 MG CPR REC X 60;35246;5219362;7793213591078;ROUX OCEFA;208,89;0;0;0;0
D;ACCOLATE 20 MG CPR X 28;20209;4293751;7794220970061;ASTRA ZENECA;75,95;0;0;0;0
D;ACCU-CHEK ACTIVE GLUC TIRAS ENV X 25;29222;5000162;4015630004720;ROCHE;197,20;0;0;0;0
D;ACCU-CHEK ACTIVE GLUC TIRAS X 50;29223;5000163;4015630004713;ROCHE;309,46;0;0;0;0
D;ACCU-CHEK ACTIVE KIT X 1;29221;9997273;4015630057160;ROCHE;117,04;1;0;0;0
D;ACCU-CHEK MULTICLIX KIT X 1;40072;9980822;4015630058198;ROCHE;89,18;1;0;0;0
D;ACCU-CHEK PERFORMA COMBO KIT + TIRAS X 75;;9981004;7791864960236;ROCHE;131,57;1;0;0;0
D;ACCU-CHEK PERFORMA CONTROL SOL FCO X 2;40742;9981005;4015630007257;ROCHE;48,84;1;0;0;0
D;ACCU-CHEK PERFORMA GLUC TIRAS ENV X 25;40740;05000181;4015630007233;ROCHE;197,20;0;0;0;0
D;ACCU-CHEK PERFORMA GLUC TIRAS ENV X 50;40741;5000182;4015630007967;ROCHE;309,46;0;0;0;0
D;ACCU-CHEK PERFORMA KIT X 1;40739;9981006;4015630980864;ROCHE;136,31;1;0;0;0
D;ACCU-CHEK SENSOR COMFORT GLUC TIRAS X 50;30522;5000172;4015630011537;ROCHE;193,64;0;0;0;0
D;ACCU-CHEK SOFTCLIX PUNZADOR KIT X 1;22176;9991458;4015630018239;ROCHE;52,12;1;0;0;0
D;ACCUPRIL 10 MG CPR X 28;18775;3759821;7792690023812;PFIZER;50,11;0;0;0;0
D;ACCUPRIL 20 MG CPR X 28;18776;3759901;7795381410557;PFIZER;50,11;0;0;0;0
D;ACCURETIC CPR X 28;26263;4627631;7795381410472;PFIZER;85,89;0;0;0;0
D;ACCUTREND COLESTEROL TIRAS X 25;12958;1418262;4015630000364;ROCHE;167,23;1;0;0;0
D;ACCUTREND GC ENV X 1;;9995732;7791864159128;ROCHE;481,51;1;0;0;0
D;ACCUTREND GLUCOSA TIRAS X 25;;1447475;7791864150057;ROCHE;65,51;1;0;0;0
D;ACCUTREND GLUCOSA TIRAS X 50;12957;1443054;7791864150064;ROCHE;162,47;0;0;0;0
D;ACCUTREND PLUS GCTL ENV X 1;;9983340;4015630056163;ROCHE;738,75;1;0;0;0
D;ACCUTREND SENSOR ENV X 1;18638;9992841;4015630002436;ROCHE;85,82;1;0;0;0
D;ACEITE DE ALM EWE DUL X 30 ML;03139;9993903;7797811099509;SANITAS;14,87;1;0;0;0
D;ACEITE DE ALM EWE DUL X 50 ML;03140;9993906;7797811099516;SANITAS;19,94;1;0;0;0
D;ACEITE DE CHIA NUTRIFARMA CAP X 30;;9984150;7794433000258;ELISIUM;42,76;1;0;0;0
D;ACEITE DE PESCADO NATUF CAP X 50;21791;9991821;7795379100408;NATUFARMA;53,80;1;0;0;0
D;ACEITE DE PESCADO OMEGA3 NUTRIFARMA CAP X30;;9984151;7794433000265;ELISIUM;42,76;1;0;0;0
D;ACEITE DE RICINO EWE X 30 ML;03141;9993909;7797811099400;SANITAS;9,54;1;0;0;0
D;ACEITE DE RICINO EWE X 50 ML;03142;9993912;7797811099417;SANITAS;12,27;1;0;0;0
D;ACEITE DE RICINO MED LIQ X 930;;DAC12;;DROGAS INDUSTRIALES;30,37;1;0;0;0
D;ACEMUK 200 MG TABL EFERV X 10;;4323943;7795380000773;INVESTI FARMA;51,31;0;0;0;0
D;ACEMUK 200 MG TABL EFERV X 20;21644;4323941;7795380004122;INVESTI FARMA;36,72;0;0;0;0
D;ACEMUK 600 MG TABL EFERV X 10;21646;4324010;7795380004092;INVESTI FARMA;56,94;0;0;0;0
D;ACEMUK 600 MG TABL EFERV X 100;;9981791;7795380042742;INVESTI FARMA;896,58;0;0;0;0
D;ACEMUK 600 MG TABL EFERV X 20;21647;4324011;7795380004108;INVESTI FARMA;92,54;0;0;0;0
D;ACEMUK 600 MG TABL EFERV X 60;;4324013;7795380042797;INVESTI FARMA;249,84;0;0;0;0
D;ACEMUK 600 MG TABL EFERV X 90;;4324014;7795380042803;INVESTI FARMA;370,14;0;0;0;0
D;ACEMUK BIOTIC DUO CPR REC X 14;40035;5615554;7795380004436;INVESTI FARMA;67,18;0;0;0;0
D;ACEMUK BIOTIC SUSP SOB X 21;38146;3990573;7795380003736;INVESTI FARMA;63,90;0;0;0;0
D;ACEMUK DIA Y NOCHE CPR EFERV X 12+4;;5916002;7795380042780;INVESTI FARMA;64,80;0;0;0;0
D;ACEMUK JAR X 100;29676;4837351;7795380004139;INVESTI FARMA;47,61;0;0;0;0
D;ACEMUK L CPR X 20;41877;5752684;7795380010437;INVESTI FARMA;47,30;0;0;0;0
D;ACEMUK L CPR X 80;;9982077;7795380000025;INVESTI FARMA;232,44;0;0;0;0
D;ACERPES 200 MG CPR X 20;28982;4511703;7798035833597;INVESTI FARMA;59,22;0;0;0;0
D;ACERPES 400 MG CPR X 20;28987;4511883;7795380004054;INVESTI FARMA;80,14;0;0;0;0
D;ACERPES 5% CR X 5 GR;23499;4511622;7795380004085;INVESTI FARMA;19,64;0;0;0;0
D;ACERPES 5% CR X 5 GR EXHIB X 10;;9982366;7795380000230;INVESTI FARMA;196,78;0;0;0;0
D;ACERPES 800 MG CPR X 20;28983;4511963;7795380004061;INVESTI FARMA;147,05;0;0;0;0
D;ACERPES 800 MG CPR X 40;22810;4511964;7798023202077;INVESTI FARMA;136,00;0;0;0;0
D;ACETOLIT GTS X 20 ML;19703;423426;7795340001727;MERTENS;13,02;0;0;0;0
D;ACI TIP CPR MAST X 10;40996;5464713;7795345013329;INVESTI FARMA;17,56;0;0;0;0
D;ACI TIP CPR MAST X 50;40997;9981023;7795345013718;INVESTI FARMA;79,04;0;0;0;0
D;ACI TIP SUSP X 200 ML;00076;3086942;7795345002033;INVESTI FARMA;32,51;0;0;0;0
D;ACICLO AHIMSA CR DERM X 5 GR;;3625411;7798017284409;LABORATORIO INTERNACIONAL ARGENTINO;34,97;0;0;0;0
D;ACICLOVIR 500 MG POLVO LIOF INY X 1;29867;448044;7798021295286;LAFEDAR;135,02;0;0;0;0
D;ACICLOVIR FILAXIS 500 MG POLVO LIOF INY X 1;14701;3744551;7798007800305;FILAXIS;111,58;0;0;0;0
D;ACICLOVIR RICHET CR X 5 GR;;5932712;7795336292887;RICHET;27,73;0;0;0;0
D;ACIDEX 150 MG CPR X 20;08641;2755381;7795350021050;IVAX;24,82;0;0;0;0
D;ACIDEX 150 MG CPR X 50;08642;2755382;7795350021067;IVAX;53,94;0;0;0;0
D;ACIDO ACETIL SALICILICO X 1000 G;;DAC30;;DROGAS PURAS;36,99;1;0;0;0
D;ACIDO BORICO PO X 1000 G;;DAC36;;DROGAS INDUSTRIALES;10,74;1;0;0;0
D;ACIDO CITRICO X 1000 G;;DAC38;;DROGAS INDUSTRIALES;16,87;1;0;0;0
D;ACIDO FOLICO OMEGA 1 MG CPR X 30;33812;5226801;7795339005170;OMEGA;46,92;0;0;0;0
D;ACIDO FOLICO OMEGA 5 MG CPR X 30;33813;5226961;7795339005187;OMEGA;55,23;0;0;0;0
D;ACIDO OXALICO IND X 1000 G;;DAC59;;DROGAS INDUSTRIALES;9,44;1;0;0;0
D;ACIDO OXALICO IND X 500 G;;9990839;;DROGAS INDUSTRIALES;4,93;1;0;0;0
D;ACIDO SALICILICO X 1000 GR;;DAC71;;DROGAS PURAS;61,60;1;0;0;0
D;ACIDO TARTARICO IND X 250 GR;;DAC85;;DROGAS INDUSTRIALES;6,45;1;0;0;0
D;ACIDOFILOFAGO AMP BEB X 10;10276;958953;7793213500025;ROUX OCEFA;57,55;0;1;0;0
D;ACIFOL 1 MG CPR X 30;13418;3444321;7795327000040;DOMINGUEZ;28,96;0;0;0;0
D;ACIFOL 1 MG CPR X 60;13419;3444322;7795327000057;DOMINGUEZ;49,22;0;0;0;0
D;ACIFOL 10 MG CPR X 30;22693;4465431;7795327061300;DOMINGUEZ;69,04;0;0;0;0
D;ACIFOL 10 MG CPR X 60;22694;4465432;7795327061317;DOMINGUEZ;117,59;0;0;0;0
D;ACIFOL 5 MG CPR X 30;16231;3978451;7795327060082;DOMINGUEZ;37,85;0;0;0;0
D;ACIFOL 5 MG CPR X 60;16232;3978452;7795327060099;DOMINGUEZ;64,42;0;0;0;0
D;ACIFOL B12 CPR REC X 30;33856;5097631;7795327061980;DOMINGUEZ;67,69;0;0;0;0
D;ACIFOL B12 CPR REC X 60;33859;5097632;7795327061997;DOMINGUEZ;115,31;0;0;0;0
D;ACIFOL GTS X 10 ML;33442;4930571;7795327060167;DOMINGUEZ;43,59;0;0;0;0
D;ACIFUSIN B CR X 15 GR;42665;5702391;7793742002144;ANDROMACO;66,79;0;0;0;0
D;ACIFUSIN CR X 15 GR;42663;5702131;7793742002137;ANDROMACO;59,85;0;0;0;0
D;ACIFUSIN UNG X 15 GR;42664;5702261;7793742002120;ANDROMACO;59,85;0;0;0;0
D;ACILAC CR X 60 GR;23747;9980966;7798024440447;BIOCEUTICA;38,11;1;0;0;0
D;ACIMED 20 MG CAP X 15;28319;4634303;7795344001105;SANITAS;37,03;0;0;0;0
D;ACIMED 20 MG CAP X 30;26003;4634302;7795344001075;SANITAS;77,42;0;0;0;0
D;ACIMED ERGE 20/5 MG CAP X 15 + CPR X 45;;5934971;7798011652389;SANITAS;113,88;0;0;0;0
D;ACIPO-UN COLUT X 200 ML;;9983203;7798030237147;MEDIPHARMA;43,29;0;0;0;0
D;ACLASTA 5 MG FCO AMP X 100 ML;38128;5472971;7795306045659;NOVARTIS;2376,05;0;0;0;1
D;ACLER 5% CR X 20 GR;40612;560171;7798021111470;THERABEL;133,25;0;0;0;0
D;ACLOSAN 0,4 MG CAP X 30;24731;4655431;7795376000978;GOBBI NOVAG;190,72;0;0;0;0
D;ACLUSIN 100 MG CPR X 30;43492;5778841;7791909116123;CASASCO;126,80;0;0;0;0
D;ACLUSIN 50 MG CPR X 30;43491;5778711;7791909116017;CASASCO;67,88;0;0;0;0
D;ACNECLIN 100 AP CAP X 30;22085;4434243;7795380041981;INVESTI FARMA;208,76;0;0;0;0
D;ACNECLIN CPR X 30;16603;3990312;7795380041974;INVESTI FARMA;114,34;0;0;0;0
D;ACNEOUT GEL X 15 GR;43974;5106341;7798081261245;HLB PHARMA;81,97;0;0;0;0
D;ACNEPAS E GEL TOP X 25 GR;33317;5137132;7798097890125;ATLAS FARMACEUTICA;83,06;0;0;0;0
D;ACNEPAS GEL TOP X 40 GR;33015;5075012;7798097890118;ATLAS FARMACEUTICA;69,69;0;0;0;0
D;ACNESAN 10% GEL X 40;30461;2938872;7794428010040;LABORATORIOS INGENS;55,20;0;0;0;0
D;ACNESAN 5% GEL X 40;30460;2938792;7794428010033;LABORATORIOS INGENS;50,31;0;0;0;0
D;ACNESAN 5% GEL X 60;03750;2938791;7794428010057;LABORATORIOS INGENS;52,66;0;0;0;0
D;ACNESTOP LOC X 100 ML;13077;3683331;7798024440164;BIOCEUTICA;108,49;0;0;0;0
D;ACNESTOP LOC X 50 ML;17249;3683332;7798024440362;BIOCEUTICA;61,15;0;0;0;0
D;ACNETROL GEL X 60 GR;02646;9994798;7798024330014;LAGOS;96,69;1;0;0;0
D;ACNETROL LOC X 130 ML;00923;9994797;7798024330021;LAGOS;96,69;1;0;0;0
D;ACNIBEN GEL LIMP X 200 ML;;9984317;8470003245913;ISDIN;79,33;1;0;0;0
D;ACNIBEN PIT PREMIUM GEL+TOALL;;9984329;8429420044067;ISDIN;80,11;1;0;0;0
D;ACNIBEN RX EMUL LIMP X 200 ML;;9984336;8470002000698;ISDIN;79,33;1;0;0;0
D;ACNIBEN RX GEL CR HIDRAT X 40 ML;;9984301;8470002000704;ISDIN;78,72;1;0;0;0
D;ACNIBEN RX LIPS X 10 ML;;9984303;8470001509802;ISDIN;44,20;1;0;0;0
D;ACNIBEN RX PACK GEL CR HIDRAT X 40 ML+ LIMP;;9984330;8429420040410;ISDIN;73,20;1;0;0;0
D;ACNIDAZIL 0,1% GEL X 30 GR;;5869131;7795349169824;ARISTON;124,24;0;0;0;0
D;ACNIDAZIL 0,3% GEL X 30 GR;;5869261;7795349169831;ARISTON;135,65;0;0;0;0
D;ACNOXIN LOC X 120 ML;08728;587521;7793742006104;ANDROMACO;34,39;0;0;0;0
D;ACONCE XR CPR X 30;;9983201;7795349000318;ARISTON;74,33;1;0;0;0
D;ACOTRAL CPR X 10;33228;5174031;7791848286017;PHOENIX;44,45;0;0;0;1
D;ACOTRAL CPR X 20;33229;5174032;7791848286024;PHOENIX;86,58;0;0;0;1
D;ACOTRAL CPR X 30;33751;5174033;7791848286031;PHOENIX;104,34;0;0;0;1
D;ACREA CR INTIMA SCH X 3;29694;9997380;7793094000959;BAJER;29,24;1;0;0;0
D;ACRYLARM GEL OFT X 10 G;22474;4296482;7795368001501;POEN;56,83;0;0;0;0
D;ACRYLARM PLUS GEL OFT X 10 GR;42470;5687391;7795368055344;POEN;60,70;0;0;0;0
D;ACT - HIB FCO AMP X 1;13035;3391601;7798015780033;SANOFI AVENTIS;207,73;0;1;0;0
D;ACTAPRONT GEL X 20 GR;06707;814301;7795319050251;PURISSIMUS;28,11;0;0;0;0
D;ACTHELEA GEL FCO AMP X 40 U;14057;423411;7796285048594;GP PHARMA;88,26;0;1;0;0
D;ACTHELEA LIOF FCO AMP X 25 U;13413;2057251;7796285048587;GP PHARMA;88,26;0;1;0;0
D;ACTIFEDRIN JAR X 100 ML;;0745342;7798098330149;INVESTI FARMA;21,81;0;0;0;0
D;ACTIFEDRIN NASAL GTS X 15 ML;38819;5075852;7795345013763;INVESTI FARMA;19,27;0;0;0;0
D;ACTIFEDRIN NASAL GTS X 20 ML;;5075851;7798098330712;INVESTI FARMA;10,09;0;0;0;0
D;ACTIMAX 70 MG CPR X 4;32975;5124201;7792069045018;INVESTI FARMA;61,66;0;0;0;0
D;ACTIMAX 70 MG CPR X 8;32976;5124202;7792069045025;INVESTI FARMA;110,74;0;0;0;0
D;ACTINERVAL CPR X 30;10634;3366611;7790375000011;BAGO;59,13;0;0;0;0
D;ACTINERVAL CPR X 60;10635;3366613;7790375000028;BAGO;80,92;0;0;0;0
D;ACTISON 100 MG CPR REC X 30;37580;5248812;7791992884893;BUXTON;93,27;0;0;0;0
D;ACTISON 100 MG CPR REC X 60;35150;5248813;7791992884886;BUXTON;179,96;0;0;0;0
D;ACTIUM CORPORAL EMUL X 200 ML;33306;9980208;7795334990037;MONSERRAT Y ECLAIR;16,92;1;0;0;0
D;ACTIUM FACIAL CR X 75 GR;33305;9990397;7795334990020;MONSERRAT Y ECLAIR;25,16;1;0;0;0
D;ACTIUM P/MANOS CR X 75 GR;33304;9990396;7795334990013;MONSERRAT Y ECLAIR;14,31;1;0;0;0
D;ACTIVE C CONTORNO OJOS EMU X 15;29802;9997160;3433422402683;LA ROCHE POSAY;143,60;1;0;0;0
D;ACTIVE C XL CORRECTOR ARRUGAS X 30 ML;34209;9990483;7790033216693;LA ROCHE POSAY;165,56;1;0;0;0
D;ACTIVELLE CPR X 28;28762;4708311;7796285050221;NOVO NORDISK PHARMA;75,86;0;0;0;0
D;ACTIVIL 100 MG CPR REC X 10;39214;4468823;7791909114686;CASASCO;103,78;0;0;0;0
D;ACTIVIL 100 MG CPR REC X 2;22216;4468821;7791909114594;CASASCO;30,09;0;0;0;0
D;ACTIVIL 50 MG CPR MAST X 2;40969;5695421;7791909114808;CASASCO;22,49;0;0;0;0
D;ACTIVIL 50 MG CPR MAST X 20;40971;5695423;7791909114853;CASASCO;215,72;0;0;0;0
D;ACTIVIL 50 MG CPR REC X 2;22214;4468741;7791909114280;CASASCO;22,25;0;0;0;0
D;ACTIVIL 50 MG CPR REC X 20;39213;9983416;7791909114396;CASASCO;199,73;0;0;0;0
D;ACTONEL 35 MG CPR X 4;31117;5045871;7795312020428;SANOFI AVENTIS;146,57;0;0;0;0
D;ACTOS 15 MG CPR X 15;27584;4779441;7790440485910;ABBOTT;106,67;0;0;0;0
D;ACTOS 15 MG CPR X 30;27585;4779442;7790440485927;ABBOTT;213,32;0;0;0;0
D;ACTOS 30 MG CPR X 15;27586;4779521;7790440486016;ABBOTT;115,55;0;0;0;0
D;ACTOS 30 MG CPR X 30;27587;4779522;7790440486023;ABBOTT;211,63;0;0;0;0
D;ACTOS 45 MG CPR X 15;;4779601;7790440486115;ABBOTT;81,09;0;0;0;1
D;ACTOS 45 MG CPR X 30;;4779602;7790440486122;ABBOTT;162,17;0;0;0;1
D;ACTOS M 500/15 MG CPR X 15;42947;5581391;7790440203514;ABBOTT;152,41;0;0;0;0
D;ACTOS M 500/15 MG CPR X 30;42948;5581392;7790440203521;ABBOTT;305,07;0;0;0;0
D;ACTOS M 850/15 MG CPR X 15;42949;5581421;7790440203415;ABBOTT;187,68;0;0;0;0
D;ACTOS M 850/15 MG CPR X 30;42950;5581422;7790440203422;ABBOTT;339,99;0;0;0;1
D;ACTRON MAX RAP ACCION CAP X 10;43261;5797001;7793640211129;BAYER;23,99;0;0;0;0
D;ACTRON MUJER FTE RAP ACCION CAP X 10;;9984194;7793640215547;BAYER;12,79;0;0;0;0
D;ACTRON MUJER RAP ACCION CAP X 80;;9983436;7793640001720;BAYER;106,89;0;0;0;0
D;ACTRON PED 4% SUSP X 100 ML;;6051391;7793640002093;BAYER;47,95;0;0;0;0
D;ACTRON PED SUSP X 100 ML;33449;9990370;7793640215509;BAYER;27,49;0;0;0;0
D;ACTRON RAP ACCION 600 MG CAP X 10;34037;5229911;7793640215523;BAYER;25,07;0;0;0;0
D;ACTRON RAP ACCION 600 MG CAP X 20;41637;5229912;7793640215622;BAYER;50,74;0;0;0;0
D;ACTRON RAP ACCION CAP X 10;30127;9997382;7793640215479;BAYER;12,79;0;0;0;0
D;ACTRON RAP ACCION CAP X 20;30128;9997387;7793640215486;BAYER;25,11;0;0;0;0
D;ACTUAL 24 CPR REC X 15;;9983423;7790375000844;BAGO;32,53;0;0;0;0
D;ACTUAL CPR MAST X 10;;9980021;7790375001285;BAGO;24,95;0;0;0;0
D;ACTUAL CPR MAST X 24;36689;9980022;7790375262204;BAGO;54,86;0;0;0;0
D;ACTUAL CPR MAST X 30;;9983698;7790375001261;BAGO;70,08;0;0;0;0
D;ACTUAL CPR MAST X 6;40050;9980816;7790375266080;BAGO;13,21;0;0;0;0
D;ACTUAL EFERV SOB X 24;;9983574;7790375000035;BAGO;104,10;0;0;0;0
D;ACUILFEM RAPIDA ACCION 400 MG CAP X 10;41133;9981032;7792369032800;GEZZI;17,46;0;0;0;0
D;ACUILFEM RAPIDA ACCION 400 MG CAP X 20;41654;9981207;7792369032817;GEZZI;31,56;0;0;0;0
D;ACULAR ENV X 5 ML;15467;3920431;7795316021810;ALLERGAN LOA;93,69;0;0;0;0
D;ACULAR LS SOL OFT X 5 ML;38945;5543971;7795316915201;ALLERGAN LOA;127,48;0;0;0;0
D;ACUVAIL SOL OFT 0,45% UNIDOSIS X 30;;6067711;7795316000099;ALLERGAN LOA;134,06;0;0;0;0
D;ADACEL FCO AMP X 0,5 ML;;591197;7798015781108;SANOFI-PASTEUR;196,81;0;1;0;0
D;ADALAT CAP X 100;01171;2272663;7793640001998;BAYER;63,56;0;0;0;0
D;ADALAT CAP X 30;03255;2272664;7793640001973;BAYER;29,10;0;0;0;0
D;ADALAT CAP X 50;01170;2272662;7793640001980;BAYER;45,55;0;0;0;0
D;ADALAT OROS 20 MG CPR X 30;23767;4490341;7793640239178;BAYER;132,50;0;0;0;0
D;ADALAT OROS 30 MG CPR X 20;03748;3144692;7793640002000;BAYER;109,71;0;0;0;0
D;ADALAT OROS 30 MG CPR X 30;15276;3144693;7793640001874;BAYER;165,59;0;0;0;0
D;ADALAT OROS 60 MG CPR X 20;03749;3144772;7793640002017;BAYER;142,60;0;0;0;0
D;ADALAT RET 10 MG CPR X 20;14033;3665851;7793640001881;BAYER;22,46;0;0;0;0
D;ADALAT RET 10 MG CPR X 50;14034;36655852;7793640001898;BAYER;44,99;0;0;0;0
D;ADALAT RET CPR X 20;01172;2911121;7793640002024;BAYER;28,29;0;0;0;0
D;ADALAT RET CPR X 50;01173;2911122;7793640233916;BAYER;49,88;0;0;0;0
D;ADANA 150 MG CPR X 30;31825;5060012;7792069325028;SANDOZ;119,70;0;0;0;0
D;ADANA 300 MG CPR X 30;31826;5060152;7792069325042;SANDOZ;175,22;0;0;0;0
D;ADANA PLUS 150/12,5 MG CPR X 30;39501;5563711;7792069754019;SANDOZ;131,49;0;0;0;0
D;ADANA PLUS 300/12,5 MG CPR X 30;39502;5563841;7792069754026;SANDOZ;183,75;0;0;0;0
